Date,GrAge_Admission,Statut_Vaccinal,Nb_Nvelles_Hosp
2021-08-04,20-29 ans,Non-vacciné,0
2021-08-04,20-29 ans,Vacciné 1 dose,0
2021-08-04,20-29 ans,Vacciné 2 doses,0
2021-08-04,30-39 ans,Non-vacciné,1
2021-08-04,30-39 ans,Vacciné 1 dose,0
2021-08-04,30-39 ans,Vacciné 2 doses,0
2021-08-04,40-49 ans,Non-vacciné,0
2021-08-04,40-49 ans,Vacciné 1 dose,0
2021-08-04,40-49 ans,Vacciné 2 doses,0
2021-08-04,50-59 ans,Non-vacciné,1
2021-08-04,50-59 ans,Vacciné 1 dose,0
2021-08-04,50-59 ans,Vacciné 2 doses,0
2021-08-04,60-69 ans,Non-vacciné,0
2021-08-04,60-69 ans,Vacciné 1 dose,0
2021-08-04,60-69 ans,Vacciné 2 doses,0
2021-08-04,70-79 ans,Non-vacciné,0
2021-08-04,70-79 ans,Vacciné 1 dose,0
2021-08-04,70-79 ans,Vacciné 2 doses,0
2021-08-04,80-89 ans,Non-vacciné,0
2021-08-04,80-89 ans,Vacciné 1 dose,0
2021-08-04,80-89 ans,Vacciné 2 doses,0
2021-08-04,90 ans et plus,Non-vacciné,0
2021-08-04,90 ans et plus,Vacciné 1 dose,0
2021-08-04,90 ans et plus,Vacciné 2 doses,1
2021-08-05,0-9 ans,0 à 4 ans,0
2021-08-05,0-9 ans,Non-vacciné,0
2021-08-05,0-9 ans,Vacciné 1 dose,0
2021-08-05,0-9 ans,Vacciné 2 doses,0
2021-08-05,10-19 ans,Non-vacciné,0
2021-08-05,10-19 ans,Vacciné 1 dose,0
2021-08-05,10-19 ans,Vacciné 2 doses,0
2021-08-05,20-29 ans,Non-vacciné,0
2021-08-05,20-29 ans,Vacciné 1 dose,0
2021-08-05,20-29 ans,Vacciné 2 doses,0
2021-08-05,30-39 ans,Non-vacciné,1
2021-08-05,30-39 ans,Vacciné 1 dose,0
2021-08-05,30-39 ans,Vacciné 2 doses,0
2021-08-05,40-49 ans,Non-vacciné,1
2021-08-05,40-49 ans,Vacciné 1 dose,0
2021-08-05,40-49 ans,Vacciné 2 doses,0
2021-08-05,50-59 ans,Non-vacciné,0
2021-08-05,50-59 ans,Vacciné 1 dose,0
2021-08-05,50-59 ans,Vacciné 2 doses,0
2021-08-05,60-69 ans,Non-vacciné,0
2021-08-05,60-69 ans,Vacciné 1 dose,0
2021-08-05,60-69 ans,Vacciné 2 doses,2
2021-08-05,70-79 ans,Non-vacciné,0
2021-08-05,70-79 ans,Vacciné 1 dose,0
2021-08-05,70-79 ans,Vacciné 2 doses,0
2021-08-05,80-89 ans,Non-vacciné,0
2021-08-05,80-89 ans,Vacciné 1 dose,0
2021-08-05,80-89 ans,Vacciné 2 doses,0
2021-08-05,90 ans et plus,Non-vacciné,0
2021-08-05,90 ans et plus,Vacciné 1 dose,0
2021-08-05,90 ans et plus,Vacciné 2 doses,0
2021-08-06,0-9 ans,0 à 4 ans,0
2021-08-06,0-9 ans,Non-vacciné,1
2021-08-06,0-9 ans,Vacciné 1 dose,0
2021-08-06,0-9 ans,Vacciné 2 doses,0
2021-08-06,10-19 ans,Non-vacciné,0
2021-08-06,10-19 ans,Vacciné 1 dose,0
2021-08-06,10-19 ans,Vacciné 2 doses,0
2021-08-06,20-29 ans,Non-vacciné,0
2021-08-06,20-29 ans,Vacciné 1 dose,0
2021-08-06,20-29 ans,Vacciné 2 doses,0
2021-08-06,30-39 ans,Non-vacciné,0
2021-08-06,30-39 ans,Vacciné 1 dose,0
2021-08-06,30-39 ans,Vacciné 2 doses,0
2021-08-06,40-49 ans,Non-vacciné,0
2021-08-06,40-49 ans,Vacciné 1 dose,0
2021-08-06,40-49 ans,Vacciné 2 doses,0
2021-08-06,50-59 ans,Non-vacciné,0
2021-08-06,50-59 ans,Vacciné 1 dose,1
2021-08-06,50-59 ans,Vacciné 2 doses,0
2021-08-06,60-69 ans,Non-vacciné,0
2021-08-06,60-69 ans,Vacciné 1 dose,0
2021-08-06,60-69 ans,Vacciné 2 doses,0
2021-08-06,70-79 ans,Non-vacciné,1
2021-08-06,70-79 ans,Vacciné 1 dose,0
2021-08-06,70-79 ans,Vacciné 2 doses,0
2021-08-06,80-89 ans,Non-vacciné,0
2021-08-06,80-89 ans,Vacciné 1 dose,0
2021-08-06,80-89 ans,Vacciné 2 doses,0
2021-08-06,90 ans et plus,Non-vacciné,0
2021-08-06,90 ans et plus,Vacciné 1 dose,0
2021-08-06,90 ans et plus,Vacciné 2 doses,0
2021-08-07,0-9 ans,0 à 4 ans,0
2021-08-07,0-9 ans,Non-vacciné,0
2021-08-07,0-9 ans,Vacciné 1 dose,0
2021-08-07,0-9 ans,Vacciné 2 doses,0
2021-08-07,10-19 ans,Non-vacciné,0
2021-08-07,10-19 ans,Vacciné 1 dose,0
2021-08-07,10-19 ans,Vacciné 2 doses,0
2021-08-07,20-29 ans,Non-vacciné,0
2021-08-07,20-29 ans,Vacciné 1 dose,0
2021-08-07,20-29 ans,Vacciné 2 doses,0
2021-08-07,30-39 ans,Non-vacciné,0
2021-08-07,30-39 ans,Vacciné 1 dose,0
2021-08-07,30-39 ans,Vacciné 2 doses,0
2021-08-07,40-49 ans,Non-vacciné,1
2021-08-07,40-49 ans,Vacciné 1 dose,0
2021-08-07,40-49 ans,Vacciné 2 doses,0
2021-08-07,50-59 ans,Non-vacciné,0
2021-08-07,50-59 ans,Vacciné 1 dose,0
2021-08-07,50-59 ans,Vacciné 2 doses,0
2021-08-07,60-69 ans,Non-vacciné,0
2021-08-07,60-69 ans,Vacciné 1 dose,0
2021-08-07,60-69 ans,Vacciné 2 doses,0
2021-08-07,70-79 ans,Non-vacciné,0
2021-08-07,70-79 ans,Vacciné 1 dose,0
2021-08-07,70-79 ans,Vacciné 2 doses,0
2021-08-07,80-89 ans,Non-vacciné,0
2021-08-07,80-89 ans,Vacciné 1 dose,0
2021-08-07,80-89 ans,Vacciné 2 doses,0
2021-08-07,90 ans et plus,Non-vacciné,0
2021-08-07,90 ans et plus,Vacciné 1 dose,1
2021-08-07,90 ans et plus,Vacciné 2 doses,0
2021-08-08,0-9 ans,0 à 4 ans,0
2021-08-08,0-9 ans,Non-vacciné,0
2021-08-08,0-9 ans,Vacciné 1 dose,0
2021-08-08,0-9 ans,Vacciné 2 doses,0
2021-08-08,10-19 ans,Non-vacciné,0
2021-08-08,10-19 ans,Vacciné 1 dose,0
2021-08-08,10-19 ans,Vacciné 2 doses,0
2021-08-08,20-29 ans,Non-vacciné,0
2021-08-08,20-29 ans,Vacciné 1 dose,0
2021-08-08,20-29 ans,Vacciné 2 doses,1
2021-08-08,30-39 ans,Non-vacciné,1
2021-08-08,30-39 ans,Vacciné 1 dose,0
2021-08-08,30-39 ans,Vacciné 2 doses,0
2021-08-08,40-49 ans,Non-vacciné,2
2021-08-08,40-49 ans,Vacciné 1 dose,0
2021-08-08,40-49 ans,Vacciné 2 doses,0
2021-08-08,50-59 ans,Non-vacciné,1
2021-08-08,50-59 ans,Vacciné 1 dose,0
2021-08-08,50-59 ans,Vacciné 2 doses,1
2021-08-08,60-69 ans,Non-vacciné,0
2021-08-08,60-69 ans,Vacciné 1 dose,0
2021-08-08,60-69 ans,Vacciné 2 doses,1
2021-08-08,70-79 ans,Non-vacciné,0
2021-08-08,70-79 ans,Vacciné 1 dose,0
2021-08-08,70-79 ans,Vacciné 2 doses,2
2021-08-08,80-89 ans,Non-vacciné,0
2021-08-08,80-89 ans,Vacciné 1 dose,0
2021-08-08,80-89 ans,Vacciné 2 doses,0
2021-08-08,90 ans et plus,Non-vacciné,0
2021-08-08,90 ans et plus,Vacciné 1 dose,0
2021-08-08,90 ans et plus,Vacciné 2 doses,1
2021-08-09,0-9 ans,0 à 4 ans,0
2021-08-09,0-9 ans,Non-vacciné,0
2021-08-09,0-9 ans,Vacciné 1 dose,0
2021-08-09,0-9 ans,Vacciné 2 doses,0
2021-08-09,10-19 ans,Non-vacciné,0
2021-08-09,10-19 ans,Vacciné 1 dose,0
2021-08-09,10-19 ans,Vacciné 2 doses,0
2021-08-09,20-29 ans,Non-vacciné,0
2021-08-09,20-29 ans,Vacciné 1 dose,0
2021-08-09,20-29 ans,Vacciné 2 doses,0
2021-08-09,30-39 ans,Non-vacciné,1
2021-08-09,30-39 ans,Vacciné 1 dose,0
2021-08-09,30-39 ans,Vacciné 2 doses,3
2021-08-09,40-49 ans,Non-vacciné,1
2021-08-09,40-49 ans,Vacciné 1 dose,1
2021-08-09,40-49 ans,Vacciné 2 doses,0
2021-08-09,50-59 ans,Non-vacciné,0
2021-08-09,50-59 ans,Vacciné 1 dose,0
2021-08-09,50-59 ans,Vacciné 2 doses,0
2021-08-09,60-69 ans,Non-vacciné,2
2021-08-09,60-69 ans,Vacciné 1 dose,0
2021-08-09,60-69 ans,Vacciné 2 doses,2
2021-08-09,70-79 ans,Non-vacciné,0
2021-08-09,70-79 ans,Vacciné 1 dose,0
2021-08-09,70-79 ans,Vacciné 2 doses,0
2021-08-09,80-89 ans,Non-vacciné,0
2021-08-09,80-89 ans,Vacciné 1 dose,0
2021-08-09,80-89 ans,Vacciné 2 doses,1
2021-08-09,90 ans et plus,Non-vacciné,0
2021-08-09,90 ans et plus,Vacciné 1 dose,0
2021-08-09,90 ans et plus,Vacciné 2 doses,0
2021-08-10,0-9 ans,0 à 4 ans,1
2021-08-10,0-9 ans,Non-vacciné,0
2021-08-10,0-9 ans,Vacciné 1 dose,0
2021-08-10,0-9 ans,Vacciné 2 doses,0
2021-08-10,10-19 ans,Non-vacciné,0
2021-08-10,10-19 ans,Vacciné 1 dose,0
2021-08-10,10-19 ans,Vacciné 2 doses,0
2021-08-10,20-29 ans,Non-vacciné,1
2021-08-10,20-29 ans,Vacciné 1 dose,1
2021-08-10,20-29 ans,Vacciné 2 doses,0
2021-08-10,30-39 ans,Non-vacciné,2
2021-08-10,30-39 ans,Vacciné 1 dose,0
2021-08-10,30-39 ans,Vacciné 2 doses,1
2021-08-10,40-49 ans,Non-vacciné,1
2021-08-10,40-49 ans,Vacciné 1 dose,0
2021-08-10,40-49 ans,Vacciné 2 doses,1
2021-08-10,50-59 ans,Non-vacciné,0
2021-08-10,50-59 ans,Vacciné 1 dose,0
2021-08-10,50-59 ans,Vacciné 2 doses,0
2021-08-10,60-69 ans,Non-vacciné,0
2021-08-10,60-69 ans,Vacciné 1 dose,1
2021-08-10,60-69 ans,Vacciné 2 doses,1
2021-08-10,70-79 ans,Non-vacciné,2
2021-08-10,70-79 ans,Vacciné 1 dose,0
2021-08-10,70-79 ans,Vacciné 2 doses,0
2021-08-10,80-89 ans,Non-vacciné,0
2021-08-10,80-89 ans,Vacciné 1 dose,0
2021-08-10,80-89 ans,Vacciné 2 doses,2
2021-08-10,90 ans et plus,Non-vacciné,0
2021-08-10,90 ans et plus,Vacciné 1 dose,0
2021-08-10,90 ans et plus,Vacciné 2 doses,1
2021-08-11,0-9 ans,0 à 4 ans,0
2021-08-11,0-9 ans,Non-vacciné,2
2021-08-11,0-9 ans,Vacciné 1 dose,0
2021-08-11,0-9 ans,Vacciné 2 doses,0
2021-08-11,10-19 ans,Non-vacciné,0
2021-08-11,10-19 ans,Vacciné 1 dose,0
2021-08-11,10-19 ans,Vacciné 2 doses,1
2021-08-11,20-29 ans,Non-vacciné,0
2021-08-11,20-29 ans,Vacciné 1 dose,0
2021-08-11,20-29 ans,Vacciné 2 doses,0
2021-08-11,30-39 ans,Non-vacciné,0
2021-08-11,30-39 ans,Vacciné 1 dose,0
2021-08-11,30-39 ans,Vacciné 2 doses,0
2021-08-11,40-49 ans,Non-vacciné,2
2021-08-11,40-49 ans,Vacciné 1 dose,0
2021-08-11,40-49 ans,Vacciné 2 doses,0
2021-08-11,50-59 ans,Non-vacciné,0
2021-08-11,50-59 ans,Vacciné 1 dose,0
2021-08-11,50-59 ans,Vacciné 2 doses,1
2021-08-11,60-69 ans,Non-vacciné,3
2021-08-11,60-69 ans,Vacciné 1 dose,0
2021-08-11,60-69 ans,Vacciné 2 doses,0
2021-08-11,70-79 ans,Non-vacciné,1
2021-08-11,70-79 ans,Vacciné 1 dose,0
2021-08-11,70-79 ans,Vacciné 2 doses,1
2021-08-11,80-89 ans,Non-vacciné,0
2021-08-11,80-89 ans,Vacciné 1 dose,0
2021-08-11,80-89 ans,Vacciné 2 doses,0
2021-08-11,90 ans et plus,Non-vacciné,0
2021-08-11,90 ans et plus,Vacciné 1 dose,0
2021-08-11,90 ans et plus,Vacciné 2 doses,1
2021-08-12,0-9 ans,0 à 4 ans,0
2021-08-12,0-9 ans,Non-vacciné,0
2021-08-12,0-9 ans,Vacciné 1 dose,0
2021-08-12,0-9 ans,Vacciné 2 doses,0
2021-08-12,10-19 ans,Non-vacciné,0
2021-08-12,10-19 ans,Vacciné 1 dose,0
2021-08-12,10-19 ans,Vacciné 2 doses,0
2021-08-12,20-29 ans,Non-vacciné,0
2021-08-12,20-29 ans,Vacciné 1 dose,0
2021-08-12,20-29 ans,Vacciné 2 doses,0
2021-08-12,30-39 ans,Non-vacciné,1
2021-08-12,30-39 ans,Vacciné 1 dose,1
2021-08-12,30-39 ans,Vacciné 2 doses,0
2021-08-12,40-49 ans,Non-vacciné,2
2021-08-12,40-49 ans,Vacciné 1 dose,1
2021-08-12,40-49 ans,Vacciné 2 doses,0
2021-08-12,50-59 ans,Non-vacciné,0
2021-08-12,50-59 ans,Vacciné 1 dose,0
2021-08-12,50-59 ans,Vacciné 2 doses,0
2021-08-12,60-69 ans,Non-vacciné,1
2021-08-12,60-69 ans,Vacciné 1 dose,0
2021-08-12,60-69 ans,Vacciné 2 doses,0
2021-08-12,70-79 ans,Non-vacciné,0
2021-08-12,70-79 ans,Vacciné 1 dose,0
2021-08-12,70-79 ans,Vacciné 2 doses,2
2021-08-12,80-89 ans,Non-vacciné,0
2021-08-12,80-89 ans,Vacciné 1 dose,0
2021-08-12,80-89 ans,Vacciné 2 doses,0
2021-08-12,90 ans et plus,Non-vacciné,0
2021-08-12,90 ans et plus,Vacciné 1 dose,0
2021-08-12,90 ans et plus,Vacciné 2 doses,1
2021-08-13,0-9 ans,0 à 4 ans,0
2021-08-13,0-9 ans,Non-vacciné,0
2021-08-13,0-9 ans,Vacciné 1 dose,0
2021-08-13,0-9 ans,Vacciné 2 doses,0
2021-08-13,10-19 ans,Non-vacciné,0
2021-08-13,10-19 ans,Vacciné 1 dose,0
2021-08-13,10-19 ans,Vacciné 2 doses,1
2021-08-13,20-29 ans,Non-vacciné,0
2021-08-13,20-29 ans,Vacciné 1 dose,0
2021-08-13,20-29 ans,Vacciné 2 doses,0
2021-08-13,30-39 ans,Non-vacciné,0
2021-08-13,30-39 ans,Vacciné 1 dose,0
2021-08-13,30-39 ans,Vacciné 2 doses,0
2021-08-13,40-49 ans,Non-vacciné,1
2021-08-13,40-49 ans,Vacciné 1 dose,0
2021-08-13,40-49 ans,Vacciné 2 doses,0
2021-08-13,50-59 ans,Non-vacciné,0
2021-08-13,50-59 ans,Vacciné 1 dose,1
2021-08-13,50-59 ans,Vacciné 2 doses,0
2021-08-13,60-69 ans,Non-vacciné,0
2021-08-13,60-69 ans,Vacciné 1 dose,0
2021-08-13,60-69 ans,Vacciné 2 doses,0
2021-08-13,70-79 ans,Non-vacciné,0
2021-08-13,70-79 ans,Vacciné 1 dose,0
2021-08-13,70-79 ans,Vacciné 2 doses,2
2021-08-13,80-89 ans,Non-vacciné,0
2021-08-13,80-89 ans,Vacciné 1 dose,1
2021-08-13,80-89 ans,Vacciné 2 doses,1
2021-08-13,90 ans et plus,Non-vacciné,0
2021-08-13,90 ans et plus,Vacciné 1 dose,0
2021-08-13,90 ans et plus,Vacciné 2 doses,0
2021-08-14,0-9 ans,0 à 4 ans,0
2021-08-14,0-9 ans,Non-vacciné,0
2021-08-14,0-9 ans,Vacciné 1 dose,0
2021-08-14,0-9 ans,Vacciné 2 doses,0
2021-08-14,10-19 ans,Non-vacciné,0
2021-08-14,10-19 ans,Vacciné 1 dose,0
2021-08-14,10-19 ans,Vacciné 2 doses,0
2021-08-14,20-29 ans,Non-vacciné,0
2021-08-14,20-29 ans,Vacciné 1 dose,0
2021-08-14,20-29 ans,Vacciné 2 doses,0
2021-08-14,30-39 ans,Non-vacciné,1
2021-08-14,30-39 ans,Vacciné 1 dose,0
2021-08-14,30-39 ans,Vacciné 2 doses,0
2021-08-14,40-49 ans,Non-vacciné,0
2021-08-14,40-49 ans,Vacciné 1 dose,0
2021-08-14,40-49 ans,Vacciné 2 doses,0
2021-08-14,50-59 ans,Non-vacciné,1
2021-08-14,50-59 ans,Vacciné 1 dose,0
2021-08-14,50-59 ans,Vacciné 2 doses,0
2021-08-14,60-69 ans,Non-vacciné,0
2021-08-14,60-69 ans,Vacciné 1 dose,1
2021-08-14,60-69 ans,Vacciné 2 doses,0
2021-08-14,70-79 ans,Non-vacciné,0
2021-08-14,70-79 ans,Vacciné 1 dose,1
2021-08-14,70-79 ans,Vacciné 2 doses,1
2021-08-14,80-89 ans,Non-vacciné,0
2021-08-14,80-89 ans,Vacciné 1 dose,0
2021-08-14,80-89 ans,Vacciné 2 doses,0
2021-08-14,90 ans et plus,Non-vacciné,0
2021-08-14,90 ans et plus,Vacciné 1 dose,0
2021-08-14,90 ans et plus,Vacciné 2 doses,0
2021-08-15,0-9 ans,0 à 4 ans,0
2021-08-15,0-9 ans,Non-vacciné,1
2021-08-15,0-9 ans,Vacciné 1 dose,0
2021-08-15,0-9 ans,Vacciné 2 doses,0
2021-08-15,10-19 ans,Non-vacciné,0
2021-08-15,10-19 ans,Vacciné 1 dose,2
2021-08-15,10-19 ans,Vacciné 2 doses,0
2021-08-15,20-29 ans,Non-vacciné,2
2021-08-15,20-29 ans,Vacciné 1 dose,0
2021-08-15,20-29 ans,Vacciné 2 doses,0
2021-08-15,30-39 ans,Non-vacciné,0
2021-08-15,30-39 ans,Vacciné 1 dose,0
2021-08-15,30-39 ans,Vacciné 2 doses,0
2021-08-15,40-49 ans,Non-vacciné,0
2021-08-15,40-49 ans,Vacciné 1 dose,0
2021-08-15,40-49 ans,Vacciné 2 doses,1
2021-08-15,50-59 ans,Non-vacciné,0
2021-08-15,50-59 ans,Vacciné 1 dose,0
2021-08-15,50-59 ans,Vacciné 2 doses,1
2021-08-15,60-69 ans,Non-vacciné,0
2021-08-15,60-69 ans,Vacciné 1 dose,1
2021-08-15,60-69 ans,Vacciné 2 doses,0
2021-08-15,70-79 ans,Non-vacciné,0
2021-08-15,70-79 ans,Vacciné 1 dose,0
2021-08-15,70-79 ans,Vacciné 2 doses,0
2021-08-15,80-89 ans,Non-vacciné,0
2021-08-15,80-89 ans,Vacciné 1 dose,0
2021-08-15,80-89 ans,Vacciné 2 doses,0
2021-08-15,90 ans et plus,Non-vacciné,0
2021-08-15,90 ans et plus,Vacciné 1 dose,0
2021-08-15,90 ans et plus,Vacciné 2 doses,0
2021-08-16,0-9 ans,0 à 4 ans,0
2021-08-16,0-9 ans,Non-vacciné,0
2021-08-16,0-9 ans,Vacciné 1 dose,0
2021-08-16,0-9 ans,Vacciné 2 doses,0
2021-08-16,10-19 ans,Non-vacciné,0
2021-08-16,10-19 ans,Vacciné 1 dose,0
2021-08-16,10-19 ans,Vacciné 2 doses,0
2021-08-16,20-29 ans,Non-vacciné,1
2021-08-16,20-29 ans,Vacciné 1 dose,0
2021-08-16,20-29 ans,Vacciné 2 doses,0
2021-08-16,30-39 ans,Non-vacciné,1
2021-08-16,30-39 ans,Vacciné 1 dose,0
2021-08-16,30-39 ans,Vacciné 2 doses,0
2021-08-16,40-49 ans,Non-vacciné,2
2021-08-16,40-49 ans,Vacciné 1 dose,0
2021-08-16,40-49 ans,Vacciné 2 doses,0
2021-08-16,50-59 ans,Non-vacciné,2
2021-08-16,50-59 ans,Vacciné 1 dose,0
2021-08-16,50-59 ans,Vacciné 2 doses,0
2021-08-16,60-69 ans,Non-vacciné,1
2021-08-16,60-69 ans,Vacciné 1 dose,1
2021-08-16,60-69 ans,Vacciné 2 doses,1
2021-08-16,70-79 ans,Non-vacciné,0
2021-08-16,70-79 ans,Vacciné 1 dose,0
2021-08-16,70-79 ans,Vacciné 2 doses,0
2021-08-16,80-89 ans,Non-vacciné,0
2021-08-16,80-89 ans,Vacciné 1 dose,0
2021-08-16,80-89 ans,Vacciné 2 doses,1
2021-08-16,90 ans et plus,Non-vacciné,0
2021-08-16,90 ans et plus,Vacciné 1 dose,0
2021-08-16,90 ans et plus,Vacciné 2 doses,0
2021-08-17,0-9 ans,0 à 4 ans,0
2021-08-17,0-9 ans,Non-vacciné,0
2021-08-17,0-9 ans,Vacciné 1 dose,0
2021-08-17,0-9 ans,Vacciné 2 doses,0
2021-08-17,10-19 ans,Non-vacciné,0
2021-08-17,10-19 ans,Vacciné 1 dose,0
2021-08-17,10-19 ans,Vacciné 2 doses,0
2021-08-17,20-29 ans,Non-vacciné,2
2021-08-17,20-29 ans,Vacciné 1 dose,0
2021-08-17,20-29 ans,Vacciné 2 doses,0
2021-08-17,30-39 ans,Non-vacciné,0
2021-08-17,30-39 ans,Vacciné 1 dose,2
2021-08-17,30-39 ans,Vacciné 2 doses,0
2021-08-17,40-49 ans,Non-vacciné,2
2021-08-17,40-49 ans,Vacciné 1 dose,0
2021-08-17,40-49 ans,Vacciné 2 doses,0
2021-08-17,50-59 ans,Non-vacciné,1
2021-08-17,50-59 ans,Vacciné 1 dose,1
2021-08-17,50-59 ans,Vacciné 2 doses,0
2021-08-17,60-69 ans,Non-vacciné,0
2021-08-17,60-69 ans,Vacciné 1 dose,0
2021-08-17,60-69 ans,Vacciné 2 doses,0
2021-08-17,70-79 ans,Non-vacciné,0
2021-08-17,70-79 ans,Vacciné 1 dose,0
2021-08-17,70-79 ans,Vacciné 2 doses,0
2021-08-17,80-89 ans,Non-vacciné,0
2021-08-17,80-89 ans,Vacciné 1 dose,0
2021-08-17,80-89 ans,Vacciné 2 doses,1
2021-08-17,90 ans et plus,Non-vacciné,0
2021-08-17,90 ans et plus,Vacciné 1 dose,0
2021-08-17,90 ans et plus,Vacciné 2 doses,0
2021-08-18,0-9 ans,0 à 4 ans,0
2021-08-18,0-9 ans,Non-vacciné,0
2021-08-18,0-9 ans,Vacciné 1 dose,0
2021-08-18,0-9 ans,Vacciné 2 doses,0
2021-08-18,10-19 ans,Non-vacciné,1
2021-08-18,10-19 ans,Vacciné 1 dose,0
2021-08-18,10-19 ans,Vacciné 2 doses,0
2021-08-18,20-29 ans,Non-vacciné,1
2021-08-18,20-29 ans,Vacciné 1 dose,0
2021-08-18,20-29 ans,Vacciné 2 doses,1
2021-08-18,30-39 ans,Non-vacciné,1
2021-08-18,30-39 ans,Vacciné 1 dose,0
2021-08-18,30-39 ans,Vacciné 2 doses,0
2021-08-18,40-49 ans,Non-vacciné,0
2021-08-18,40-49 ans,Vacciné 1 dose,0
2021-08-18,40-49 ans,Vacciné 2 doses,0
2021-08-18,50-59 ans,Non-vacciné,1
2021-08-18,50-59 ans,Vacciné 1 dose,0
2021-08-18,50-59 ans,Vacciné 2 doses,0
2021-08-18,60-69 ans,Non-vacciné,2
2021-08-18,60-69 ans,Vacciné 1 dose,0
2021-08-18,60-69 ans,Vacciné 2 doses,0
2021-08-18,70-79 ans,Non-vacciné,0
2021-08-18,70-79 ans,Vacciné 1 dose,0
2021-08-18,70-79 ans,Vacciné 2 doses,1
2021-08-18,80-89 ans,Non-vacciné,2
2021-08-18,80-89 ans,Vacciné 1 dose,0
2021-08-18,80-89 ans,Vacciné 2 doses,1
2021-08-18,90 ans et plus,Non-vacciné,0
2021-08-18,90 ans et plus,Vacciné 1 dose,0
2021-08-18,90 ans et plus,Vacciné 2 doses,2
2021-08-19,0-9 ans,0 à 4 ans,0
2021-08-19,0-9 ans,Non-vacciné,0
2021-08-19,0-9 ans,Vacciné 1 dose,0
2021-08-19,0-9 ans,Vacciné 2 doses,0
2021-08-19,10-19 ans,Non-vacciné,0
2021-08-19,10-19 ans,Vacciné 1 dose,0
2021-08-19,10-19 ans,Vacciné 2 doses,0
2021-08-19,20-29 ans,Non-vacciné,1
2021-08-19,20-29 ans,Vacciné 1 dose,0
2021-08-19,20-29 ans,Vacciné 2 doses,0
2021-08-19,30-39 ans,Non-vacciné,0
2021-08-19,30-39 ans,Vacciné 1 dose,0
2021-08-19,30-39 ans,Vacciné 2 doses,0
2021-08-19,40-49 ans,Non-vacciné,1
2021-08-19,40-49 ans,Vacciné 1 dose,0
2021-08-19,40-49 ans,Vacciné 2 doses,0
2021-08-19,50-59 ans,Non-vacciné,1
2021-08-19,50-59 ans,Vacciné 1 dose,0
2021-08-19,50-59 ans,Vacciné 2 doses,0
2021-08-19,60-69 ans,Non-vacciné,1
2021-08-19,60-69 ans,Vacciné 1 dose,1
2021-08-19,60-69 ans,Vacciné 2 doses,0
2021-08-19,70-79 ans,Non-vacciné,1
2021-08-19,70-79 ans,Vacciné 1 dose,0
2021-08-19,70-79 ans,Vacciné 2 doses,0
2021-08-19,80-89 ans,Non-vacciné,0
2021-08-19,80-89 ans,Vacciné 1 dose,0
2021-08-19,80-89 ans,Vacciné 2 doses,0
2021-08-19,90 ans et plus,Non-vacciné,0
2021-08-19,90 ans et plus,Vacciné 1 dose,0
2021-08-19,90 ans et plus,Vacciné 2 doses,0
2021-08-20,0-9 ans,0 à 4 ans,0
2021-08-20,0-9 ans,Non-vacciné,1
2021-08-20,0-9 ans,Vacciné 1 dose,0
2021-08-20,0-9 ans,Vacciné 2 doses,0
2021-08-20,10-19 ans,Non-vacciné,0
2021-08-20,10-19 ans,Vacciné 1 dose,0
2021-08-20,10-19 ans,Vacciné 2 doses,0
2021-08-20,20-29 ans,Non-vacciné,1
2021-08-20,20-29 ans,Vacciné 1 dose,0
2021-08-20,20-29 ans,Vacciné 2 doses,0
2021-08-20,30-39 ans,Non-vacciné,1
2021-08-20,30-39 ans,Vacciné 1 dose,0
2021-08-20,30-39 ans,Vacciné 2 doses,0
2021-08-20,40-49 ans,Non-vacciné,2
2021-08-20,40-49 ans,Vacciné 1 dose,0
2021-08-20,40-49 ans,Vacciné 2 doses,0
2021-08-20,50-59 ans,Non-vacciné,2
2021-08-20,50-59 ans,Vacciné 1 dose,1
2021-08-20,50-59 ans,Vacciné 2 doses,0
2021-08-20,60-69 ans,Non-vacciné,2
2021-08-20,60-69 ans,Vacciné 1 dose,0
2021-08-20,60-69 ans,Vacciné 2 doses,1
2021-08-20,70-79 ans,Non-vacciné,0
2021-08-20,70-79 ans,Vacciné 1 dose,0
2021-08-20,70-79 ans,Vacciné 2 doses,3
2021-08-20,80-89 ans,Non-vacciné,0
2021-08-20,80-89 ans,Vacciné 1 dose,0
2021-08-20,80-89 ans,Vacciné 2 doses,0
2021-08-20,90 ans et plus,Non-vacciné,0
2021-08-20,90 ans et plus,Vacciné 1 dose,0
2021-08-20,90 ans et plus,Vacciné 2 doses,0
2021-08-21,0-9 ans,0 à 4 ans,1
2021-08-21,0-9 ans,Non-vacciné,0
2021-08-21,0-9 ans,Vacciné 1 dose,0
2021-08-21,0-9 ans,Vacciné 2 doses,0
2021-08-21,10-19 ans,Non-vacciné,0
2021-08-21,10-19 ans,Vacciné 1 dose,0
2021-08-21,10-19 ans,Vacciné 2 doses,0
2021-08-21,20-29 ans,Non-vacciné,0
2021-08-21,20-29 ans,Vacciné 1 dose,0
2021-08-21,20-29 ans,Vacciné 2 doses,0
2021-08-21,30-39 ans,Non-vacciné,2
2021-08-21,30-39 ans,Vacciné 1 dose,0
2021-08-21,30-39 ans,Vacciné 2 doses,0
2021-08-21,40-49 ans,Non-vacciné,3
2021-08-21,40-49 ans,Vacciné 1 dose,0
